action_id,action_date,mechanism_type,target_identifier,target_type,target_category,target_entity_id,beneficiary_entity_id,status,reversal_action_id,amount_affected_usd,incident_id,request_id,trigger_id,policy_id,implementation_id,disclosure_date,discovery_source,confidence,notes_path,issuer
CU-ACT-1830,2023-10-04,BLACKLIST,0xfac583c0cf07ea434052c49115a4682172ab6b4f,ADDRESS,sanctioned_entity,CU-ENT-0022,,ACTIVE,,,,,CU-TRG-0022,,CU-IMP-1830,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1831,2023-10-04,BLACKLIST,0xbe5e683633ddd17d8a89b4e10860a0e426c5ed24,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0077,,ACTIVE,,,,,CU-TRG-0070,,CU-IMP-1831,2023-10-03,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1832,2023-10-04,BLACKLIST,0x961c5be54a2ffc17cf4cb021d863c42dacd47fc1,ADDRESS,sanctioned_entity,CU-ENT-0023,,ACTIVE,,,,,CU-TRG-0023,,CU-IMP-1832,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1833,2023-10-04,BLACKLIST,0xa6cc8ab881debc3c9e8adb32549d0cbe614168c5,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0023,,ACTIVE,,,,,CU-TRG-0023,,CU-IMP-1833,2023-10-03,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1834,2023-10-04,BLACKLIST,0x983a81ca6fb1e441266d2fbcb7d8e530ac2e05a2,ADDRESS,sanctioned_entity,CU-ENT-0024,,ACTIVE,,,,,CU-TRG-0024,,CU-IMP-1834,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1835,2023-11-30,BLACKLIST,0x21b743e73d63d300d986910681d45387880b334b,ADDRESS,,,,REVERSED,CU-ACT-1836,,,,,,CU-IMP-1835,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1836,2023-11-30,UNBLACKLIST,0x21b743e73d63d300d986910681d45387880b334b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-1836,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1837,2024-02-06,UNBLACKLIST,0x6acdfba02d390b97ac2b2d42a63e85293bcc160e,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-1837,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1838,2024-02-21,BLACKLIST,0xf3701f445b6bdafedbca97d1e477357839e4120d,ADDRESS,sanctioned_entity,CU-ENT-0025,,ACTIVE,,,,,CU-TRG-0025,,CU-IMP-1838,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1839,2024-03-21,BLACKLIST,0x2f04f39923a77430eca036e14ce44dbd11175747,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0075,,ACTIVE,,,,,CU-TRG-0068,,CU-IMP-1839,2024-03-20,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1840,2024-03-21,BLACKLIST,0x7be6fe8c528273a3a072a538e12c08500bf4d328,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0075,,ACTIVE,,,,,CU-TRG-0068,,CU-IMP-1840,2024-03-20,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1841,2024-03-27,BLACKLIST,0xdda5554510366179ddb442b8a82bc737c3ac77c5,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0057,,ACTIVE,,,,,CU-TRG-0051,,CU-IMP-1841,2024-03-27,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1842,2024-03-27,BLACKLIST,0x175d44451403edf28469df03a9280c1197adb92c,ADDRESS,sanctioned_entity,CU-ENT-0026,,ACTIVE,,,,,CU-TRG-0026,,CU-IMP-1842,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1843,2024-03-27,BLACKLIST,0x4576847b1cf999843ba6620815e65a9c5e8a4021,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0057,,ACTIVE,,,,,CU-TRG-0051,,CU-IMP-1843,2024-03-27,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1844,2024-03-27,BLACKLIST,0xe950dc316b836e4eefb8308bf32bf7c72a1358ff,ADDRESS,sanctioned_entity,CU-ENT-0026,,ACTIVE,,,,,CU-TRG-0026,,CU-IMP-1844,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1845,2024-03-27,BLACKLIST,0x4ea7eefc2dcb250c1f069ecaf1e2ae3488059ac2,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0057,,ACTIVE,,,,,CU-TRG-0051,,CU-IMP-1845,2024-03-27,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1846,2024-03-27,BLACKLIST,0xc24ec5a84cae3d3418b34a1e30b3372c4b25bd0f,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0057,,ACTIVE,,,,,CU-TRG-0051,,CU-IMP-1846,2024-03-27,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1847,2024-03-27,BLACKLIST,0x21b8d56bda776bbe68655a16895afd96f5534fed,ADDRESS,sanctioned_entity,CU-ENT-0026,,ACTIVE,,,,,CU-TRG-0026,,CU-IMP-1847,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1848,2024-04-29,BLACKLIST,0x6a1544f72a2a275715e8d5924e6d8a017f0e41ed,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-1848,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1849,2024-05-02,BLACKLIST,0x19f8f2b0915daa12a3f5c9cf01df9e24d53794f7,ADDRESS,sanctioned_entity,CU-ENT-0027,,ACTIVE,,,,,CU-TRG-0027,,CU-IMP-1849,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1850,2024-05-02,BLACKLIST,0x3e14d41891a30ac7473556d7c3256a5ddf9ef1aa,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0027,,ACTIVE,,,,,CU-TRG-0027,,CU-IMP-1850,2024-05-01,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1851,2024-05-29,BLACKLIST,0xe1d865c3d669dcc8c57c8d023140cb204e672ee4,ADDRESS,sanctioned_entity,CU-ENT-0028,,ACTIVE,,,,,CU-TRG-0028,,CU-IMP-1851,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1852,2024-05-29,BLACKLIST,0x0e6b8e34dc115a2848f585851af23d99d09b8463,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0028,,ACTIVE,,,,,CU-TRG-0028,,CU-IMP-1852,2024-05-28,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1853,2024-06-12,BLACKLIST,0x87b5d4b7ac3ab28a17a1beeb80c7b4eed79e2ffe,ADDRESS,,,,REVERSED,CU-ACT-1854,,,,,,CU-IMP-1853,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1854,2024-07-17,UNBLACKLIST,0x87b5d4b7ac3ab28a17a1beeb80c7b4eed79e2ffe,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-1854,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1855,2024-08-24,BLACKLIST,0x71d2e218a56a1c0c12e1ff4b4c2731a1c3a4f4ce,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0078,,ACTIVE,,,,,CU-TRG-0071,,CU-IMP-1855,2024-08-23,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1856,2024-09-14,BLACKLIST,0x290b6ebbdca04ee984fb8617e1b92deea23052e3,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-1856,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1857,2024-09-27,BLACKLIST,0x0931ca4d13bb4ba75d9b7132ab690265d749a5e7,ADDRESS,sanctioned_entity,CU-ENT-0029,,ACTIVE,,,,,CU-TRG-0029,,CU-IMP-1857,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1858,2024-09-27,BLACKLIST,0xbff703730a21167e430ff151128592a98786b9b4,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0029,,ACTIVE,,,,,CU-TRG-0029,,CU-IMP-1858,2024-09-26,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1859,2024-12-05,BLACKLIST,0x282ae5965fe400f3cb929182e0963f3794df01fc,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0079,,ACTIVE,,,,,CU-TRG-0072,,CU-IMP-1859,2024-12-04,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1860,2024-12-05,BLACKLIST,0x1999ef52700c34de7ec2b68a28aafb37db0c5ade,ADDRESS,sanctioned_entity,CU-ENT-0030,,ACTIVE,,,,,CU-TRG-0030,,CU-IMP-1860,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1861,2024-12-20,BLACKLIST,0x721537670ae01aa0d60585457b7534025b0041ac,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0054,,ACTIVE,,,,,CU-TRG-0048,,CU-IMP-1861,2024-12-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1862,2024-12-20,BLACKLIST,0x54b475ef92f861975945954bfa1080dda9cd346e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0054,,ACTIVE,,,,,CU-TRG-0048,,CU-IMP-1862,2024-12-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1863,2024-12-20,BLACKLIST,0xd19df746fd2a145588b3a22672bacfd2e5454f61,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0054,,ACTIVE,,,,,CU-TRG-0048,,CU-IMP-1863,2024-12-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1864,2024-12-20,BLACKLIST,0xbc92595dd3e8f5092471c99b9084a72d333c7d07,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0054,,ACTIVE,,,,,CU-TRG-0048,,CU-IMP-1864,2024-12-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1865,2024-12-20,BLACKLIST,0x3a0245de38273e7852dce97de3bae18c0010013e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0054,,ACTIVE,,,,,CU-TRG-0048,,CU-IMP-1865,2024-12-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1866,2025-02-24,BLACKLIST,0x002471b8a185f9980708d0eaec5b289714f56f8d,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0058,,ACTIVE,,,,,CU-TRG-0052,,CU-IMP-1866,2025-02-11,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-1867,2025-02-24,BLACKLIST,0x3051ca7cb7f6c599fa2f27385ad75010cf0f2bbf,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0058,,ACTIVE,,,,,CU-TRG-0052,,CU-IMP-1867,2025-02-11,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-1868,2025-02-24,BLACKLIST,0x0078ef2d7baf87bf6c4ca49b19efd1e05f57ac30,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0058,,ACTIVE,,,,,CU-TRG-0052,,CU-IMP-1868,2025-02-11,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-1869,2025-03-22,UNBLACKLIST,0x8589427373d6d84e98730d7795d8f6f8731fda16,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1869,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1870,2025-03-22,UNBLACKLIST,0x722122df12d4e14e13ac3b6895a86e84145b6967,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1870,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1871,2025-03-22,UNBLACKLIST,0xdd4c48c0b24039969fc16d1cdf626eab821d3384,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1871,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1872,2025-03-22,UNBLACKLIST,0xd90e2f925da726b50c4ed8d0fb90ad053324f31b,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1872,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1873,2025-03-22,UNBLACKLIST,0xd96f2b1c14db8458374d9aca76e26c3d18364307,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1873,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1874,2025-03-22,UNBLACKLIST,0x4736dcf1b7a3d580672cce6e7c65cd5cc9cfba9d,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1874,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1875,2025-03-22,UNBLACKLIST,0xd4b88df4d29f5cedd6857912842cff3b20c8cfa3,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1875,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1876,2025-03-22,UNBLACKLIST,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1876,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1877,2025-03-22,UNBLACKLIST,0xa160cdab225685da1d56aa342ad8841c3b53f291,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1877,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1878,2025-03-22,UNBLACKLIST,0xfd8610d20aa15b7b2e3be39b396a1bc3516c7144,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1878,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1879,2025-03-22,UNBLACKLIST,0xf60dd140cff0706bae9cd734ac3ae76ad9ebc32a,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1879,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1880,2025-03-22,UNBLACKLIST,0x22aaa7720ddd5388a3c0a3333430953c68f1849b,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1880,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1881,2025-03-22,UNBLACKLIST,0xba214c1c1928a32bffe790263e38b4af9bfcd659,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1881,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1882,2025-03-22,UNBLACKLIST,0xb1c8094b234dce6e03f10a5b673c1d8c69739a00,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1882,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1883,2025-03-22,UNBLACKLIST,0x527653ea119f3e6a1f5bd18fbf4714081d7b31ce,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1883,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1884,2025-03-22,UNBLACKLIST,0x58e8dcc13be9780fc42e8723d8ead4cf46943df2,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1884,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1885,2025-03-22,UNBLACKLIST,0xd691f27f38b395864ea86cfc7253969b409c362d,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1885,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1886,2025-03-22,UNBLACKLIST,0xaeaac358560e11f52454d997aaff2c5731b6f8a6,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1886,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1887,2025-03-22,UNBLACKLIST,0x1356c899d8c9467c7f71c195612f8a395abf2f0a,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1887,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1888,2025-03-22,UNBLACKLIST,0xa60c772958a3ed56c1f15dd055ba37ac8e523a0d,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1888,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1889,2025-03-22,UNBLACKLIST,0x169ad27a470d064dede56a2d3ff727986b15d52b,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1889,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1890,2025-03-22,UNBLACKLIST,0x0836222f2b2b24a3f36f98668ed8f0b38d1a872f,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1890,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1891,2025-03-22,UNBLACKLIST,0xf67721a2d8f736e75a49fdd7fad2e31d8676542a,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1891,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1892,2025-03-22,UNBLACKLIST,0x9ad122c22b14202b4490edaf288fdb3c7cb3ff5e,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1892,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1893,2025-03-22,UNBLACKLIST,0x07687e702b410fa43f4cb4af7fa097918ffd2730,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1893,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1894,2025-03-22,UNBLACKLIST,0x94a1b5cdb22c43faab4abeb5c74999895464ddaf,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1894,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1895,2025-03-22,UNBLACKLIST,0xb541fc07bc7619fd4062a54d96268525cbc6ffef,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1895,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1896,2025-03-22,UNBLACKLIST,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1896,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1897,2025-03-22,UNBLACKLIST,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1897,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1898,2025-03-22,UNBLACKLIST,0x23773e65ed146a459791799d01336db287f25334,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1898,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1899,2025-03-22,UNBLACKLIST,0xd21be7248e0197ee08e0c20d4a96debdac3d20af,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1899,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1900,2025-03-22,UNBLACKLIST,0x610b717796ad172b316836ac95a2ffad065ceab4,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1900,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1901,2025-03-22,UNBLACKLIST,0x178169b423a011fff22b9e3f3abea13414ddd0f1,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1901,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1902,2025-03-22,UNBLACKLIST,0xbb93e510bbcd0b7beb5a853875f9ec60275cf498,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1902,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1903,2025-03-22,UNBLACKLIST,0x2717c5e28cf931547b621a5dddb772ab6a35b701,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1903,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1904,2025-03-22,UNBLACKLIST,0x03893a7c7463ae47d46bc7f091665f1893656003,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1904,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1905,2025-03-22,UNBLACKLIST,0xca0840578f57fe71599d29375e16783424023357,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1905,2025-03-21,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1906,2025-03-22,UNBLACKLIST,0x01e2919679362dfbc9ee1644ba9c6da6d6245bb1,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1906,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1907,2025-03-22,UNBLACKLIST,0x09193888b3f38c82dedfda55259a82c0e7de875e,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1907,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1908,2025-03-22,UNBLACKLIST,0x179f48c78f57a3a78f0608cc9197b8972921d1d2,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1908,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1909,2025-03-22,UNBLACKLIST,0x2573bac39ebe2901b4389cd468f2872cf7767faf,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1909,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1910,2025-03-22,UNBLACKLIST,0x26903a5a198d571422b2b4ea08b56a37cbd68c89,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1910,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1911,2025-03-22,UNBLACKLIST,0x2f50508a8a3d323b91336fa3ea6ae50e55f32185,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1911,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1912,2025-03-22,UNBLACKLIST,0x2fc93484614a34f26f7970cbb94615ba109bb4bf,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1912,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1913,2025-03-22,UNBLACKLIST,0x3efa30704d2b8bbac821307230376556cf8cc39e,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1913,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1914,2025-03-22,UNBLACKLIST,0x5cab7692d4e94096462119ab7bf57319726eed2a,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1914,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1915,2025-03-22,UNBLACKLIST,0x5efda50f22d34f262c29268506c5fa42cb56a1ce,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1915,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1916,2025-03-22,UNBLACKLIST,0x5f6c97c6ad7bdd0ae7e0dd4ca33a4ed3fdabd4d7,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1916,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1917,2025-03-22,UNBLACKLIST,0x653477c392c16b0765603074f157314cc4f40c32,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1917,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1918,2025-03-22,UNBLACKLIST,0x746aebc06d2ae31b71ac51429a19d54e797878e9,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1918,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1919,2025-03-22,UNBLACKLIST,0x756c4628e57f7e7f8a459ec2752968360cf4d1aa,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1919,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1920,2025-03-22,UNBLACKLIST,0x77777feddddffc19ff86db637967013e6c6a116c,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1920,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1921,2025-03-22,UNBLACKLIST,0x88fd245fedec4a936e700f9173454d1931b4c307,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1921,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1922,2025-03-22,UNBLACKLIST,0x94c92f096437ab9958fc0a37f09348f30389ae79,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1922,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1923,2025-03-22,UNBLACKLIST,0xb04e030140b30c27bcdfaafffa98c57d80eda7b4,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1923,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1924,2025-03-22,UNBLACKLIST,0xb20c66c4de72433f3ce747b58b86830c459ca911,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1924,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1925,2025-03-22,UNBLACKLIST,0xcee71753c9820f063b38fdbe4cfdaf1d3d928a80,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1925,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1926,2025-03-22,UNBLACKLIST,0xd82ed8786d7c69dc7e052f7a542ab047971e73d2,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1926,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1927,2025-03-22,UNBLACKLIST,0xf4b067dd14e95bab89be928c07cb22e3c94e0daa,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1927,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1928,2025-03-22,UNBLACKLIST,0xffbac21a641dcfe4552920138d90f3638b3c9fba,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1928,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1929,2025-03-22,UNBLACKLIST,0xd692fd2d0b2fbd2e52cfa5b5b9424bc981c30696,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1929,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1930,2025-03-22,UNBLACKLIST,0xd8d7de3349ccaa0fde6298fe6d7b7d0d34586193,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1930,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1931,2025-03-22,UNBLACKLIST,0xdf3a408c53e5078af6e8fb2a85088d46ee09a61b,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1931,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1932,2025-03-22,UNBLACKLIST,0x1e34a77868e19a6647b1f2f47b51ed72dede95dd,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1932,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1933,2025-03-22,UNBLACKLIST,0x23173fe8b96a4ad8d2e17fb83ea5dcccdca1ae52,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1933,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1934,2025-03-22,UNBLACKLIST,0x242654336ca2205714071898f67e254eb49acdce,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1934,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-1935,2025-03-22,UNBLACKLIST,0x330bdfade01ee9bf63c209ee33102dd334618e0a,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0053,,CU-IMP-1935,,ONCHAIN_SCAN,HIGH,,Circle
